,greV,greQ,greA,cgpa,univName
313119,164.0,168.0,4.5,3.9,Carnegie Mellon University
313127,149.0,157.0,3.5,3.69,Northeastern University
313137,158.0,166.0,3.0,3.5,North Carolina State University (NCSU)
313156,162.0,164.0,4.5,3.99,University Of Iowa
313162,164.0,150.0,0.0,3.68,Arizona State University
313182,158.0,154.0,4.0,3.54,UCLA
313240,160.0,169.0,3.0,3.56,North Carolina State University
313263,148.93617021276594,163.82978723404256,3.0,3.3,University Of Washington
313265,158.0,152.0,4.0,3.97,The Ohio State University
313276,160.0,154.0,4.0,3.74,University Of Texas At Austin
313286,154.0,159.0,5.0,3.55,University Of Connecticut
313287,154.0,169.0,3.5,3.65,University Of Southern California (USC)
313288,152.0,166.0,5.5,3.5,UNC Chapel Hill
313321,167.0,143.0,4.0,3.9,University Of Oregon
313329,147.0,152.0,4.0,3.69,University Of Central Florida
313330,147.0,152.0,4.0,3.69,University Of South Florida
313334,148.0,164.0,5.5,4.0,Temple University
313360,165.0,168.0,4.5,3.29,University Of Pittsburgh
313373,152.0,167.0,4.0,3.62,Boston University
313382,155.0,154.0,4.0,3.94,University Of South Florida
313394,159.0,153.0,4.5,3.5,University Of Washington
313419,154.0,149.0,4.0,3.83,University Of Illinois At Urbana-Champaign
313433,166.0,163.0,5.0,3.42,University Of Washington
313436,154.0,170.0,3.0,3.5,Carnegie Mellon University
313440,170.0,154.0,3.0,3.5,Carnegie Mellon University
313451,165.0,168.0,4.5,3.97,Vanderbilt University
313452,153.0,161.0,5.5,3.71,Vanderbilt University
313460,146.80851063829786,157.4468085106383,5.5,3.6,University Of Washington
313472,162.0,156.0,4.5,3.67,Cornell University
313477,163.0,167.0,5.0,3.77,University Of Maryland
313489,158.0,170.0,4.0,3.96,UIUC
313527,160.0,168.0,4.5,3.48,Columbia University
313539,151.0,169.0,4.0,3.56,Arizona State University
313547,154.0,161.0,4.0,3.92,University Of Delaware
313550,154.0,161.0,4.0,3.92,Johns Hopkins University
313556,157.0,165.0,3.0,4.0,University Of Illinois At Urbana-Champaign
313562,153.0,168.0,4.0,3.81,UC Berkeley
313563,157.0,170.0,3.5,3.7,Carnegie Mellon University (CMU)
313575,161.0,151.0,5.0,3.5,Colorado State University
313598,158.0,170.0,4.0,3.9,Georgia State University
313637,154.0,166.0,3.0,3.94,University Of Maryland
313643,154.0,166.0,3.0,3.94,"University Of California, Davis"
313653,157.0,155.0,4.0,3.77,UCLA
313654,155.0,169.0,3.5,3.83,Duke University
313668,159.0,152.0,5.0,3.78,New York University
313692,154.0,165.0,3.5,3.92,UC Irvine
313721,168.0,163.0,5.0,3.97,University Of Illinois At Urbana-Champaign
313723,162.0,161.0,4.5,3.78,UCLA
313736,156.0,152.0,4.0,2.22,George Mason University
313774,155.0,169.0,3.5,3.83,Purdue University
313779,166.0,153.0,3.5,3.8,Rutgers University
313789,165.0,145.0,4.5,3.77,George Washington University
313799,159.0,150.0,5.0,3.48,Harvard University
313824,164.0,158.0,5.5,3.86,UCLA
313833,162.0,155.0,5.0,3.12,Arizona State University
313843,160.0,164.0,4.0,3.8,McGill University
313866,163.0,157.0,3.5,8.48,Northeastern University
313875,151.0,169.0,3.0,3.72,USC
313893,163.0,161.0,3.0,2.91,Carnegie Mellon University
313894,170.2127659574468,140.4255319148936,3.5,3.68,UCLA
313897,158.0,153.0,4.0,3.83,Temple University
313920,165.0,170.0,6.0,3.52,Stanford University
313932,155.0,163.0,3.0,3.29,University Of Pittsburgh
313940,163.0,165.0,5.0,3.81,Stanford University
313959,156.0,170.0,4.0,3.5,Johns Hopkins University
313967,167.0,169.0,5.0,3.85,UC Berkeley
313981,153.0,154.0,5.0,3.04,Boston University
313992,152.0,152.0,3.5,3.7,Purdue University
314015,134.04255319148936,153.1914893617021,4.0,3.76,University Of Pennsylvania
314025,169.0,154.0,5.5,3.89,University Of Michigan
314029,170.0,160.0,4.5,3.9,Duke University
314050,170.0,167.0,5.5,3.88,Harvard University
314078,153.0,160.0,5.0,4.08,University Of Iowa
314081,163.0,156.0,4.0,3.68,Michigan State University
314104,163.0,153.0,4.5,3.94,University Of Illinois At Urbana-Champaign
314105,159.0,166.0,4.0,3.95,UC Davis
314110,140.4255319148936,168.08510638297872,4.0,3.3,Boston University
314129,148.0,163.0,3.0,3.32,Columbia University
314138,148.93617021276594,136.17021276595744,5.0,3.74,University Of Washington
314154,163.0,170.0,5.0,3.88,Rice University
314184,158.0,154.0,4.5,3.79,University Of Iowa
314193,165.0,166.0,6.0,3.81,University Of Toronto
314197,170.0,168.0,5.0,3.91,University Of Iowa
314215,146.0,151.0,4.5,3.7,University Of South Florida
314248,156.0,166.0,3.5,3.9,Purdue University
314257,160.0,170.0,3.5,3.68,Northwestern University
314292,161.0,156.0,4.0,3.8,University Of South Florida
314294,152.0,152.0,4.5,3.8,University Of South Florida
314295,153.0,163.0,4.0,3.77,University Of Kentucky
314321,155.0,166.0,4.0,3.8,Michigan State University
314325,153.0,154.0,4.0,3.84,University Of South Florida
314408,150.0,147.0,4.0,3.6,University Of Central Florida
314432,147.0,163.0,3.0,3.89,University Of Delaware
314434,160.0,166.0,4.5,3.66,University Of Michigan
314449,154.0,153.0,4.5,3.71,University Of Georgia
314464,158.0,152.0,0.0,3.9,University Of Oregon
314481,136.0,160.0,3.5,3.71,"University Of California, Irvine"
314501,157.0,165.0,3.0,4.0,UCLA
314503,165.0,161.0,5.5,3.87,George Washington University
314505,157.0,163.0,4.0,3.5,Wayne State University
314507,168.0,165.0,6.0,3.9,Purdue University
314551,153.0,154.0,4.0,3.86,Syracuse University
314582,169.0,163.0,4.5,3.71,George Washington University
314583,167.0,152.0,3.0,3.51,University Of Pennsylvania
314597,169.0,159.0,4.0,3.64,UCLA
314598,168.08510638297872,130.0,0.0,3.81,UCSD
314608,157.0,166.0,4.5,3.9,University Of Maryland
314620,155.0,170.0,3.5,3.48,"University Of Washington, Seattle"
314647,160.0,170.0,3.5,3.56,Carnegie Mellon University (CMU)
314669,162.0,162.0,3.5,2.25,UC Berkeley
314672,160.0,167.0,4.5,3.96,Washington University in St. Louis (WashU/WUSTL)
314703,154.0,169.0,3.5,4.0,University Of Florida
314708,160.0,167.0,4.5,3.96,Washington University in St. Louis (WashU/WUSTL)
314723,142.5531914893617,130.0,4.5,3.89,Arizona State University
314725,165.0,143.0,3.5,2.99,Arizona State University
314743,158.0,165.0,4.0,3.5,Florida State University
314745,166.0,162.0,4.5,3.7,Georgetown University
314746,166.0,162.0,4.5,3.7,University Of Southern California (USC)
314750,149.0,148.0,4.0,3.56,Washington University in St. Louis (WashU/WUSTL)
314751,158.0,155.0,5.0,3.5,Cornell University
314765,160.0,160.0,5.0,3.79,University Of Kansas
314766,170.2127659574468,170.2127659574468,5.0,3.73,UT Austin
314767,161.70212765957447,170.2127659574468,4.5,3.8,UCLA
314768,163.0,157.0,4.0,3.69,University Of Pennsylvania
314770,151.0,169.0,3.0,3.59,"University Of Michigan, Ann Arbor"
314773,160.0,165.0,3.0,3.84,University Of Texas At Austin (UT Austin)
314777,147.0,163.0,3.0,3.89,University Of Delaware
314782,148.0,168.0,3.5,3.76,University Of Texas At Austin
314795,152.0,166.0,0.0,3.39,UC Davis
314796,130.0,165.95744680851064,4.5,3.7,New York University
314799,130.0,165.95744680851064,4.5,3.7,George Washington University
314800,150.0,170.0,3.0,3.76,University Of Texas At Austin
314806,160.0,161.0,5.0,3.6,University Of Texas At Austin
314818,159.0,152.0,5.0,3.79,University Of Maryland
314859,165.0,159.0,5.0,3.64,Purdue University
314868,154.0,156.0,4.0,3.3,Cornell University
314878,165.0,145.0,4.0,3.77,University Of Maryland
314880,169.0,168.0,4.5,3.98,UCLA
314884,168.0,166.0,4.5,3.93,UCLA
314891,164.0,163.0,5.0,3.62,Rice University
314905,157.0,156.0,4.0,3.01,University Of Virginia
314910,160.0,168.0,5.0,4.0,University Of Texas At Austin
314917,159.0,160.0,5.0,3.94,Purdue University
314936,155.0,158.0,4.5,3.07,New York University
314938,155.0,158.0,4.5,3.07,Emory University
314948,155.0,154.0,4.0,3.98,Purdue University
314975,159.0,168.0,4.5,3.82,UCLA
314976,163.0,158.0,5.0,4.0,Purdue University
314977,146.0,170.0,3.0,3.6,Syracuse University
314981,169.0,164.0,5.0,3.7,UCSD
314987,160.0,165.0,4.5,3.67,Cornell University
314990,160.0,154.0,5.0,3.73,Purdue University
314997,170.0,170.0,6.0,3.9,UCLA
315015,170.0,170.0,5.5,3.96,UCLA
315025,160.0,164.0,4.5,4.0,University Of Washington
315033,160.0,156.0,5.0,3.9,University Of Washington
315041,155.0,156.0,4.0,3.2,North Carolina State University
315045,155.0,156.0,4.0,3.2,Ohio State University
315046,155.0,156.0,0.4,3.2,Syracuse University
315063,170.0,150.0,3.0,3.72,UIUC
315081,162.0,164.0,4.5,3.99,Purdue University
315083,153.0,157.0,4.0,3.68,University Of Virginia
315086,147.0,166.0,3.0,3.54,University Of Houston
315138,167.0,150.0,3.0,2.25,University Of Central Florida
315147,130.0,165.95744680851064,3.0,3.5,UIUC
315160,168.0,164.0,5.5,3.81,UT Austin
315179,159.0,169.0,4.0,3.82,Duke University
315180,159.0,144.0,3.0,3.56,University Of Texas At Dallas
315185,160.0,165.0,4.5,3.96,Rice University
315193,148.0,166.0,3.0,3.85,UCLA
315217,153.0,166.0,4.5,3.93,Purdue University
315227,166.0,153.0,3.5,3.8,University Of Maryland
315230,152.0,162.0,5.5,3.67,North Carolina State University
315236,166.0,168.0,5.0,3.86,University Of Maryland
315243,157.0,165.0,4.5,3.89,Stanford University
315261,169.0,161.0,5.0,3.66,University Of Minnesota
315264,130.0,130.0,5.5,4.0,University Of Maryland
315274,154.0,156.0,4.0,3.41,"University Of California, Irvine"
315287,162.0,160.0,4.0,3.58,University Of Connecticut
315307,159.0,170.0,4.0,3.6,UCSD
315336,166.0,150.0,3.5,3.75,UT Austin
315358,167.0,159.0,5.0,3.76,Washington University in St. Louis (WashU/WUSTL)
315361,163.0,170.0,4.0,3.84,Arizona State University
315365,167.0,158.0,5.5,3.7,Boston University
315376,130.0,157.4468085106383,0.0,3.6,George Washington University
315377,148.0,170.0,3.0,3.8,North Carolina State University (NCSU)
315379,148.0,170.0,3.0,3.8,Florida State University
315381,165.0,165.0,4.0,3.56,University Of Iowa
315392,170.0,165.0,5.5,3.99,University Of Chicago
315407,157.0,147.0,4.0,4.0,Boston University
315412,161.0,160.0,4.5,3.5,Yale University
315416,152.0,170.0,4.0,4.0,University Of Wisconsin-Madison
315427,152.0,170.0,4.0,4.0,University Of Rochester
315435,156.0,154.0,4.0,3.4,UCLA
315436,134.04255319148936,170.2127659574468,3.0,3.9,Columbia University
315462,166.0,163.0,4.0,3.95,Tufts University
315464,155.3191489361702,168.08510638297872,5.0,3.84,Wayne State University
315466,140.0,163.0,4.0,3.66,University Of Connecticut
315470,140.0,163.0,4.0,3.66,Clemson University
315481,163.0,166.0,4.0,3.95,Cornell University
315501,159.0,153.0,4.5,3.15,University Of Texas At Austin
315505,166.0,166.0,4.5,3.54,Cornell University
315513,130.0,170.2127659574468,4.0,3.8,University Of Florida
315514,158.0,159.0,4.0,3.3,Indiana University Bloomington
315532,155.0,155.0,4.0,3.73,Boston University
315569,141.0,167.0,3.5,3.44,Michigan State University
315594,157.0,169.0,3.0,3.96,Stanford University
315608,163.0,168.0,4.5,3.64,Arizona State University
315614,150.0,170.0,3.5,3.97,Stanford University
315638,159.0,169.0,5.5,3.43,"University Of California, Berkeley"
315643,130.0,170.2127659574468,0.0,3.88,Columbia University
315644,164.0,150.0,5.0,3.6,New York University
315652,130.0,170.2127659574468,4.5,3.52,University Of Illinois At Urbana-Champaign
315653,155.0,161.0,4.0,3.66,Cornell University
315661,163.0,145.0,4.0,3.92,The University Of Chicago
315662,154.0,169.0,3.5,3.65,Columbia University
315674,153.0,161.0,4.5,3.9,University Of Houston
315682,167.0,165.0,4.5,3.38,University Of Chicago
315685,157.0,168.0,3.5,3.3,University Of Maryland
315690,142.5531914893617,170.2127659574468,3.5,3.88,Stanford University
315702,157.0,168.0,3.5,3.3,University Of Maryland
315704,164.0,159.0,4.0,3.53,Cornell University
315708,163.0,155.0,4.5,3.2,University Of Kentucky
315729,148.0,152.0,4.0,3.77,University Of Central Florida
315736,163.0,163.0,4.0,3.86,University Of Pennsylvania
315744,169.0,158.0,6.0,4.0,University Of Chicago
315747,166.0,166.0,4.5,3.85,Boston University
315781,130.0,170.2127659574468,3.0,3.74,Johns Hopkins University
315815,166.0,150.0,5.0,3.99,University Of Chicago
315832,166.0,153.0,3.5,3.8,Cornell University
315838,169.0,167.0,5.0,3.92,Stanford University
315840,164.0,156.0,5.0,3.65,Indiana University Bloomington
315841,159.0,151.0,3.0,2.99,Boston University
315842,161.0,170.0,3.5,3.73,Stanford University
315864,159.0,152.0,5.0,3.3,University Of Arizona
315885,161.0,163.0,0.0,3.35,Carnegie Mellon University
315887,153.0,152.0,4.5,3.94,UC Berkeley
315899,148.0,168.0,3.5,3.88,Stanford University
315901,155.0,157.0,5.0,3.8,UCLA
315926,158.0,158.0,5.5,3.98,University Of Chicago
315955,157.0,151.0,5.0,3.91,Boston University
315979,161.0,163.0,5.0,3.91,Boston University
315989,165.95744680851064,170.2127659574468,3.5,3.7,Cornell University
316015,156.0,159.0,5.0,3.65,University Of Notre Dame
316059,153.0,156.0,4.0,3.33,University Of Pittsburgh
316069,170.0,168.0,5.0,3.91,Boston University
316078,170.0,167.0,4.0,3.9,Northeastern University
316080,159.0,155.0,5.5,3.68,Carnegie Mellon University
316091,170.0,154.0,4.5,3.96,University Of Chicago
316093,162.0,152.0,4.0,3.75,Boston University
316102,156.0,153.0,5.0,3.55,Boston University
316112,153.0,158.0,4.0,3.9,University Of Southern California
316114,159.0,161.0,5.0,3.7,Boston University
316115,167.0,170.0,5.5,3.33,Carnegie Mellon University
316116,145.0,169.0,3.0,3.98,"University Of California, Los Angeles (UCLA)"
316129,167.0,167.0,4.5,3.54,Johns Hopkins University
316157,130.0,170.2127659574468,4.5,3.92,Stanford University
316167,156.0,160.0,5.5,3.05,Georgetown University
316196,148.0,170.0,3.5,3.8,Stony Brook University
316200,169.0,167.0,5.0,3.92,"University Of Michigan, Ann Arbor"
316236,170.0,161.0,5.0,3.6,University Of Pittsburgh
316244,150.0,169.0,3.5,3.3,Carnegie Mellon University (CMU)
316249,159.0,148.0,4.5,3.6,University Of Texas At Austin
316255,149.0,170.0,3.0,3.97,Georgetown University
316271,156.0,153.0,5.0,3.55,Northeastern University
316295,154.0,140.0,3.5,3.5,University Of Texas At Austin
316310,154.0,163.0,5.0,3.97,University Of Toronto
316317,154.0,167.0,3.5,3.96,UC Berkeley
316349,155.0,157.0,4.0,3.4,University Of Iowa
316359,165.0,164.0,5.0,3.8,Duke University
316365,167.0,168.0,5.0,2.99,Carnegie Mellon University
316374,159.0,152.0,4.0,3.05,University Of Texas At Austin
316387,157.4468085106383,130.0,4.0,3.25,University Of Iowa
316413,165.0,156.0,4.0,3.2,University Of Texas At Austin
316418,157.0,162.0,5.0,3.96,UIUC
316439,151.06382978723403,170.2127659574468,0.0,3.78,Johns Hopkins University
316462,162.0,156.0,3.0,3.8,UT Austin
316465,151.0,147.0,5.0,3.9,UT Austin
316499,141.0,166.0,2.5,3.91,University Of Texas At Austin
316504,130.0,170.2127659574468,4.5,3.88,Stanford University
316510,168.0,156.0,5.0,3.8,New York University
316513,159.0,164.0,4.0,3.81,Johns Hopkins University
316547,153.0,163.0,3.5,3.3,Oregon State University
316548,150.0,154.0,0.0,3.54,Northwestern University
316556,155.0,156.0,4.5,3.2,Washington University in St. Louis (WashU/WUSTL)
316569,155.0,161.0,4.0,3.66,University Of Pennsylvania
316572,170.0,159.0,5.0,3.66,University Of Utah
316589,130.0,130.0,4.5,3.56,University Of Kansas
316591,153.0,152.0,4.0,3.2,Washington University in St. Louis (WashU/WUSTL)
316594,149.0,164.0,3.5,3.6,Cornell University
316612,168.0,162.0,4.0,3.7,University Of Southern California (USC)
316636,159.0,161.0,4.0,3.3,University Of Pennsylvania
316656,152.0,164.0,4.0,3.46,UCLA
316661,155.0,157.0,4.5,3.61,Georgia State University
316677,164.0,169.0,4.5,3.97,UCLA
316684,160.0,164.0,4.0,3.9,Northeastern University
316689,158.0,156.0,4.5,3.47,University Of South Carolina
316703,161.0,155.0,5.5,3.9,Clemson University
316706,130.0,170.2127659574468,3.0,3.9,Clemson University
316715,168.0,155.0,5.0,3.6,UCLA
316721,160.0,165.0,4.5,3.86,Syracuse University
316723,160.0,165.0,4.5,3.86,Carnegie Mellon University
316736,159.0,170.0,4.0,3.83,North Carolina State University
316738,159.0,170.0,4.0,3.83,University Of Southern California
316759,156.0,162.0,4.5,3.67,Washington University in St. Louis (WashU/WUSTL)
316760,159.0,156.0,4.5,3.58,University Of Arizona
316770,168.0,160.0,6.0,3.38,University Of Oregon
316799,168.0,150.0,3.5,3.96,University Of Texas At Austin
316813,134.04255319148936,168.08510638297872,3.5,3.42,Washington University in St. Louis (WashU/WUSTL)
316816,161.0,162.0,5.0,8.34,North Carolina State University
316821,164.0,164.0,3.5,3.44,University Of Southern California
316824,159.5744680851064,165.95744680851064,5.5,3.98,UCSD
316832,150.0,150.0,3.0,3.3,University Of Pittsburgh
316835,161.0,150.0,5.0,3.73,"University Of California, Los Angeles (UCLA)"
316839,167.0,162.0,5.0,3.36,"University Of California, Berkeley"
316843,146.0,168.0,3.0,3.1,Iowa State University
316852,164.0,155.0,3.5,3.5,UC Irvine
316868,169.0,169.0,5.5,3.7,UC Berkeley
316871,160.0,153.0,3.5,3.76,"University Of California, Los Angeles (UCLA)"
316892,130.0,165.95744680851064,4.0,4.0,Michigan State University
316894,158.0,168.0,5.5,3.92,University Of Illinois At Urbana-Champaign
316908,164.0,150.0,5.0,3.64,American University
316919,157.0,160.0,5.0,3.6,New York University
316934,152.0,170.0,3.0,3.43,Carnegie Mellon University
316942,159.0,161.0,4.5,3.8,Washington University in St. Louis (WashU/WUSTL)
316944,158.0,156.0,5.0,3.83,New York University
316951,160.0,143.0,5.5,3.4,University Of Washington
316975,161.0,150.0,5.5,3.5,University Of Arizona
316991,144.0,168.0,3.0,3.86,Temple University
316992,167.0,169.0,4.5,3.83,New York University
317020,166.0,160.0,5.0,3.8,"University Of Washington, Seattle"
317061,158.0,166.0,4.0,3.6,Florida State University
317062,157.0,168.0,3.0,3.65,Georgetown University
317067,156.0,166.0,3.0,3.94,Columbia University
317080,156.0,165.0,4.5,3.2,Arizona State University
317101,162.0,154.0,4.5,3.3,University Of Oregon
317113,165.0,162.0,4.5,3.5,Georgetown University
317126,150.0,152.0,4.0,3.4,University Of Maryland
317144,153.0,163.0,4.5,3.16,Arizona State University
317148,165.0,164.0,4.5,4.0,Yale University
317158,152.0,165.0,3.5,3.74,Iowa State University
317178,166.0,169.0,5.5,3.4,UCLA
317180,166.0,169.0,5.5,3.4,University Of Chicago
317182,166.0,169.0,5.5,3.4,Yale University
317186,152.0,169.0,3.0,3.69,Stanford University
317199,146.0,161.0,3.0,3.48,Florida State University
317206,161.0,170.0,4.5,3.74,Harvard University
317219,149.0,168.0,3.5,3.4,University Of Rochester
317264,155.0,147.0,3.5,3.4,Duke University
317271,168.0,154.0,4.0,3.66,University Of Arizona
317275,136.17021276595744,157.4468085106383,5.5,3.56,University Of Washington
317279,170.2127659574468,170.2127659574468,5.0,3.73,"University Of Washington, Seattle"
317281,163.0,169.0,4.0,3.7,"University Of California, Berkeley"
317286,163.0,168.0,4.0,3.7,Duke University
